PAYMENT__0000001,LOAN_ID_0000037,2019-03-30,416.07820113848464,CASH
PAYMENT__0000002,LOAN_ID_0000039,2020-08-27,319.99743975378226,TRANSFER
PAYMENT__0000003,LOAN_ID_0000015,2021-08-29,233.31315619159216,CASH
PAYMENT__0000004,LOAN_ID_0000073,2021-04-08,484.0451301011961,TRANSFER
PAYMENT__0000005,LOAN_ID_0000025,2019-09-01,433.5301200686003,CARD
PAYMENT__0000006,LOAN_ID_0000062,2020-06-22,418.90175353156997,CARD
PAYMENT__0000007,LOAN_ID_0000018,2020-07-07,162.15451546669152,CASH
PAYMENT__0000008,LOAN_ID_0000069,2019-09-11,284.9880301475198,CASH
PAYMENT__0000009,LOAN_ID_0000008,2020-09-26,219.73749865574428,CARD
PAYMENT__0000010,LOAN_ID_0000041,2020-12-05,314.3541902861548,TRANSFER
PAYMENT__0000011,LOAN_ID_0000074,2021-08-28,232.68771707873142,CASH
PAYMENT__0000012,LOAN_ID_0000009,2018-08-26,212.1840114615534,TRANSFER
PAYMENT__0000013,LOAN_ID_0000044,2019-12-02,350.6043390461003,TRANSFER
PAYMENT__0000014,LOAN_ID_0000074,2021-03-18,255.8265095573035,CARD
PAYMENT__0000015,LOAN_ID_0000015,2022-01-11,223.31256778617555,CASH
PAYMENT__0000016,LOAN_ID_0000005,2019-05-04,265.5478271448546,CASH
PAYMENT__0000017,LOAN_ID_0000031,2019-11-25,280.76253184514485,CASH
PAYMENT__0000018,LOAN_ID_0000028,2020-10-04,220.92731945220453,TRANSFER
PAYMENT__0000019,LOAN_ID_0000048,2018-01-09,411.1161565843177,TRANSFER
PAYMENT__0000020,LOAN_ID_0000057,2020-08-26,109.97390985198399,CASH
PAYMENT__0000021,LOAN_ID_0000065,2018-09-05,176.0846714380857,CASH
PAYMENT__0000022,LOAN_ID_0000068,2019-07-22,410.21328367989645,TRANSFER
PAYMENT__0000023,LOAN_ID_0000013,2020-09-16,370.68691549515825,TRANSFER
PAYMENT__0000024,LOAN_ID_0000027,2021-11-16,114.62101477196339,CASH
PAYMENT__0000025,LOAN_ID_0000067,2018-06-19,101.64394769364984,TRANSFER
PAYMENT__0000026,LOAN_ID_0000077,2018-04-21,233.31590135954588,TRANSFER
PAYMENT__0000027,LOAN_ID_0000014,2020-09-25,406.4720739691981,CARD
PAYMENT__0000028,LOAN_ID_0000040,2017-12-10,331.0239337637836,CASH
PAYMENT__0000029,LOAN_ID_0000027,2019-08-13,180.22220490141405,CASH
PAYMENT__0000030,LOAN_ID_0000036,2020-10-19,227.65991620059935,CASH
PAYMENT__0000031,LOAN_ID_0000016,2019-05-06,159.72828911988736,CASH
PAYMENT__0000032,LOAN_ID_0000015,2017-11-25,483.3192218033819,CARD
PAYMENT__0000033,LOAN_ID_0000066,2018-05-22,182.63095182934018,CASH
PAYMENT__0000034,LOAN_ID_0000071,2019-08-08,208.42084032761102,CARD
PAYMENT__0000035,LOAN_ID_0000037,2021-01-12,197.93002954505377,TRANSFER
PAYMENT__0000036,LOAN_ID_0000040,2021-04-02,456.897241886672,CARD
PAYMENT__0000037,LOAN_ID_0000057,2018-02-05,152.029600825884,CASH
PAYMENT__0000038,LOAN_ID_0000007,2018-05-29,253.43985573589762,TRANSFER
PAYMENT__0000039,LOAN_ID_0000055,2020-01-05,171.59319730006928,CARD
PAYMENT__0000040,LOAN_ID_0000076,2021-05-06,434.46976152099637,CARD
PAYMENT__0000041,LOAN_ID_0000058,2021-04-09,242.24972520005898,CASH
PAYMENT__0000042,LOAN_ID_0000026,2021-10-24,403.3610185112663,CARD
PAYMENT__0000043,LOAN_ID_0000011,2022-01-19,405.7713135054569,CARD
PAYMENT__0000044,LOAN_ID_0000017,2018-05-03,425.1404070924237,CARD
PAYMENT__0000045,LOAN_ID_0000060,2018-05-12,282.23366829869656,CARD
PAYMENT__0000046,LOAN_ID_0000060,2020-06-14,192.67768546178422,TRANSFER
PAYMENT__0000047,LOAN_ID_0000019,2021-04-10,203.22110626954316,CASH
PAYMENT__0000048,LOAN_ID_0000051,2018-11-04,379.8458484329713,CARD
PAYMENT__0000049,LOAN_ID_0000043,2019-08-21,281.3132270798288,TRANSFER
PAYMENT__0000050,LOAN_ID_0000009,2020-06-24,145.15482292008642,CASH
PAYMENT__0000051,LOAN_ID_0000060,2018-10-09,212.9029475687191,CASH
PAYMENT__0000052,LOAN_ID_0000078,2021-01-13,150.95760079607268,TRANSFER
PAYMENT__0000053,LOAN_ID_0000052,2021-10-26,418.7031093447843,CASH
PAYMENT__0000054,LOAN_ID_0000072,2021-06-16,128.3695959819285,CASH
PAYMENT__0000055,LOAN_ID_0000069,2020-05-26,260.32658991377343,CASH
PAYMENT__0000056,LOAN_ID_0000031,2021-04-18,197.47642441972798,TRANSFER
PAYMENT__0000057,LOAN_ID_0000062,2019-12-20,126.42397386048484,TRANSFER
PAYMENT__0000058,LOAN_ID_0000076,2020-03-25,413.7255906468786,CASH
PAYMENT__0000059,LOAN_ID_0000073,2019-09-25,317.8107520763074,TRANSFER
PAYMENT__0000060,LOAN_ID_0000023,2021-07-13,367.8420784410667,CARD
PAYMENT__0000061,LOAN_ID_0000074,2020-07-17,145.72914419222812,CARD
PAYMENT__0000062,LOAN_ID_0000060,2019-08-22,322.0350804855045,CASH
PAYMENT__0000063,LOAN_ID_0000023,2019-07-17,482.3533785515836,TRANSFER
PAYMENT__0000064,LOAN_ID_0000077,2018-06-04,374.2034727754197,CARD
PAYMENT__0000065,LOAN_ID_0000049,2019-08-26,297.7180589586171,CARD
PAYMENT__0000066,LOAN_ID_0000008,2018-04-28,187.04470937560077,TRANSFER
PAYMENT__0000067,LOAN_ID_0000075,2022-01-18,354.4531280095558,TRANSFER
PAYMENT__0000068,LOAN_ID_0000019,2021-07-09,159.68657270960335,CARD
PAYMENT__0000069,LOAN_ID_0000038,2020-01-01,346.2288665113789,CASH
PAYMENT__0000070,LOAN_ID_0000026,2018-12-20,372.6067151946585,CASH
PAYMENT__0000071,LOAN_ID_0000039,2021-01-04,417.73866389156655,CARD
PAYMENT__0000072,LOAN_ID_0000039,2020-04-02,387.11648876243913,CASH
PAYMENT__0000073,LOAN_ID_0000012,2021-01-30,103.2477009638868,CARD
PAYMENT__0000074,LOAN_ID_0000052,2018-07-13,441.00207178051664,TRANSFER
PAYMENT__0000075,LOAN_ID_0000048,2020-11-22,487.1598066482762,TRANSFER
PAYMENT__0000076,LOAN_ID_0000072,2019-10-30,143.87932676448773,CASH
PAYMENT__0000077,LOAN_ID_0000004,2019-02-18,272.68620044655165,CARD
PAYMENT__0000078,LOAN_ID_0000051,2021-04-27,227.25092384747757,CASH
PAYMENT__0000079,LOAN_ID_0000052,2019-12-15,274.0760193619692,TRANSFER
PAYMENT__0000080,LOAN_ID_0000023,2020-06-23,155.62754627533803,CARD
PAYMENT__0000081,LOAN_ID_0000050,2019-11-01,435.98507469068613,TRANSFER
PAYMENT__0000082,LOAN_ID_0000037,2021-07-28,150.21966139756873,TRANSFER
PAYMENT__0000083,LOAN_ID_0000010,2021-06-13,106.28311975001061,CARD
PAYMENT__0000084,LOAN_ID_0000063,2021-07-03,274.6940463035554,TRANSFER
PAYMENT__0000085,LOAN_ID_0000011,2018-08-02,356.897159832542,CASH
PAYMENT__0000086,LOAN_ID_0000059,2021-09-18,341.7718050787181,CASH
PAYMENT__0000087,LOAN_ID_0000080,2018-10-28,281.7577436846939,CASH
PAYMENT__0000088,LOAN_ID_0000071,2020-05-03,253.8858871320105,TRANSFER
PAYMENT__0000089,LOAN_ID_0000024,2020-03-12,341.8293029291332,CARD
PAYMENT__0000090,LOAN_ID_0000064,2021-11-29,194.69998691120742,CARD
PAYMENT__0000091,LOAN_ID_0000035,2020-02-13,470.6257806604095,CARD
PAYMENT__0000092,LOAN_ID_0000047,2018-01-01,491.29337977726766,CARD
PAYMENT__0000093,LOAN_ID_0000062,2021-10-07,247.43143949855676,CARD
PAYMENT__0000094,LOAN_ID_0000062,2021-09-08,132.02524227526033,CARD
PAYMENT__0000095,LOAN_ID_0000068,2022-01-09,411.5479269010435,CASH
PAYMENT__0000096,LOAN_ID_0000067,2018-04-03,309.3427177963122,CARD
PAYMENT__0000097,LOAN_ID_0000012,2019-03-11,288.98062893945826,CARD
PAYMENT__0000098,LOAN_ID_0000010,2021-08-25,353.4750656461632,CARD
PAYMENT__0000099,LOAN_ID_0000040,2021-04-02,121.10970885630033,CASH
PAYMENT__0000100,LOAN_ID_0000069,2017-11-16,287.54752413640847,CARD
PAYMENT__0000101,LOAN_ID_0000061,2021-01-12,393.5258189782917,CASH
PAYMENT__0000102,LOAN_ID_0000046,2019-06-20,215.68337728830622,TRANSFER
PAYMENT__0000103,LOAN_ID_0000077,2022-01-06,221.62833728483827,CARD
PAYMENT__0000104,LOAN_ID_0000034,2018-02-27,351.7200215851084,CARD
PAYMENT__0000105,LOAN_ID_0000022,2021-01-10,120.6479539165493,CASH
PAYMENT__0000106,LOAN_ID_0000080,2017-12-19,214.7262617491489,TRANSFER
PAYMENT__0000107,LOAN_ID_0000017,2020-08-25,130.7449038369812,CASH
PAYMENT__0000108,LOAN_ID_0000033,2018-07-23,346.3191040783284,CASH
PAYMENT__0000109,LOAN_ID_0000033,2017-11-23,396.57166633471667,CARD
PAYMENT__0000110,LOAN_ID_0000023,2021-02-17,395.586893412875,CARD
PAYMENT__0000111,LOAN_ID_0000058,2019-11-21,423.13627652942944,CASH
PAYMENT__0000112,LOAN_ID_0000031,2020-07-14,172.32367634586097,CARD
PAYMENT__0000113,LOAN_ID_0000005,2019-09-27,493.6286630761667,TRANSFER
PAYMENT__0000114,LOAN_ID_0000077,2018-09-05,435.04568784221493,CASH
PAYMENT__0000115,LOAN_ID_0000050,2019-02-24,364.2669154411107,CARD
PAYMENT__0000116,LOAN_ID_0000022,2018-12-30,331.1029575299057,CASH
PAYMENT__0000117,LOAN_ID_0000007,2021-06-01,205.75819836701132,TRANSFER
PAYMENT__0000118,LOAN_ID_0000007,2018-10-03,285.60597121341465,CASH
PAYMENT__0000119,LOAN_ID_0000039,2020-06-26,398.4602181561344,CARD
PAYMENT__0000120,LOAN_ID_0000030,2019-12-11,373.40398343088566,CASH
PAYMENT__0000121,LOAN_ID_0000061,2019-04-15,158.05993238223232,CASH
PAYMENT__0000122,LOAN_ID_0000002,2019-06-08,470.8890104213626,CASH
PAYMENT__0000123,LOAN_ID_0000049,2021-08-14,226.2754498772702,CARD
PAYMENT__0000124,LOAN_ID_0000006,2018-05-12,467.0848564246099,CARD
PAYMENT__0000125,LOAN_ID_0000046,2020-03-27,344.1942272127926,CARD
PAYMENT__0000126,LOAN_ID_0000035,2019-09-11,208.1304468723768,TRANSFER
PAYMENT__0000127,LOAN_ID_0000033,2021-06-26,333.6707335446887,CASH
PAYMENT__0000128,LOAN_ID_0000031,2021-12-06,368.755941357387,TRANSFER
PAYMENT__0000129,LOAN_ID_0000067,2019-09-16,371.0872640916059,TRANSFER
PAYMENT__0000130,LOAN_ID_0000041,2020-11-19,104.23119566679553,TRANSFER
PAYMENT__0000131,LOAN_ID_0000009,2017-11-18,264.4995066454969,CARD
PAYMENT__0000132,LOAN_ID_0000014,2021-08-28,278.37688133572465,TRANSFER
PAYMENT__0000133,LOAN_ID_0000037,2019-03-24,177.2318125785642,TRANSFER
PAYMENT__0000134,LOAN_ID_0000080,2018-05-01,122.75276463778454,CARD
PAYMENT__0000135,LOAN_ID_0000028,2021-03-05,355.2331540637914,CARD
PAYMENT__0000136,LOAN_ID_0000016,2018-04-19,442.5763297220641,TRANSFER
PAYMENT__0000137,LOAN_ID_0000049,2021-06-30,405.5431064960277,CARD
PAYMENT__0000138,LOAN_ID_0000073,2018-11-07,458.40065214289746,CARD
PAYMENT__0000139,LOAN_ID_0000024,2019-03-27,217.82744666026701,CARD
PAYMENT__0000140,LOAN_ID_0000010,2021-05-25,281.3775060257178,CASH
PAYMENT__0000141,LOAN_ID_0000055,2021-09-11,461.356597148118,CASH
PAYMENT__0000142,LOAN_ID_0000033,2018-09-21,412.2925194322975,CASH
PAYMENT__0000143,LOAN_ID_0000008,2019-12-17,255.43617109255413,TRANSFER
PAYMENT__0000144,LOAN_ID_0000034,2019-04-20,171.17179465465196,TRANSFER
PAYMENT__0000145,LOAN_ID_0000063,2018-12-09,344.12075398157367,TRANSFER
PAYMENT__0000146,LOAN_ID_0000063,2018-06-04,157.5490401406054,CASH
PAYMENT__0000147,LOAN_ID_0000028,2021-04-04,357.33526678755794,CASH
PAYMENT__0000148,LOAN_ID_0000034,2018-05-24,113.94435785090775,TRANSFER
PAYMENT__0000149,LOAN_ID_0000074,2021-11-23,200.23854010473838,CASH
PAYMENT__0000150,LOAN_ID_0000003,2020-08-09,159.54171017666255,CARD
PAYMENT__0000151,LOAN_ID_0000001,2018-01-10,365.84233459974473,CASH
PAYMENT__0000152,LOAN_ID_0000020,2021-09-27,231.93234772866228,CASH
PAYMENT__0000153,LOAN_ID_0000074,2017-11-01,306.1532011854817,CASH
PAYMENT__0000154,LOAN_ID_0000062,2020-04-05,261.56510068192824,CARD
PAYMENT__0000155,LOAN_ID_0000009,2020-11-04,190.33873678239394,CASH
PAYMENT__0000156,LOAN_ID_0000062,2018-06-30,326.8975542047741,CASH
PAYMENT__0000157,LOAN_ID_0000043,2021-08-21,221.1312305945599,TRANSFER
PAYMENT__0000158,LOAN_ID_0000012,2019-11-12,313.8505186240139,CASH
PAYMENT__0000159,LOAN_ID_0000011,2020-05-23,404.1812323525789,CASH
PAYMENT__0000160,LOAN_ID_0000026,2018-10-21,321.7901886681651,CASH
PAYMENT__0000161,LOAN_ID_0000025,2019-06-29,378.3529114428303,TRANSFER
PAYMENT__0000162,LOAN_ID_0000046,2020-07-17,133.9449938691084,CARD
PAYMENT__0000163,LOAN_ID_0000057,2021-12-08,175.78579825145883,TRANSFER
PAYMENT__0000164,LOAN_ID_0000025,2017-12-15,387.89561389798985,CARD
PAYMENT__0000165,LOAN_ID_0000031,2020-07-22,255.5070133894462,CARD
PAYMENT__0000166,LOAN_ID_0000040,2020-08-13,313.5760187058265,CASH
