TXN_ID_0000001,ACCOUNT__0000140,CARD_ID_0000285,MERCHANT_0000073,2023-01-03 01:57:58,118.39054514529211,EUR,0.439725588207227,FEE,PENDING
TXN_ID_0000002,ACCOUNT__0000155,CARD_ID_0000156,MERCHANT_0000095,2023-01-07 01:04:24,132.32290218623177,SGD,0.2948056475152403,REFUND,DECLINED
TXN_ID_0000003,ACCOUNT__0000064,CARD_ID_0000148,MERCHANT_0000063,2023-01-09 18:25:55,364.0993938556296,USD,0.9482486407207117,FEE,PENDING
TXN_ID_0000004,ACCOUNT__0000186,CARD_ID_0000290,MERCHANT_0000034,2023-01-09 01:00:01,386.7809291447434,HKD,1.0055604502406308,REFUND,PENDING
TXN_ID_0000005,ACCOUNT__0000133,,,2023-01-05 07:11:49,262.7657482914028,AUD,0.5124024477954243,DEBIT,REVERSED
TXN_ID_0000006,ACCOUNT__0000185,CARD_ID_0000183,,2023-01-04 23:02:11,300.58119993566726,HKD,0.6798371475739915,CREDIT,PENDING
TXN_ID_0000007,ACCOUNT__0000086,CARD_ID_0000162,MERCHANT_0000088,2023-01-05 01:46:37,158.20962395535565,AUD,0.5178992647121976,REFUND,POSTED
TXN_ID_0000008,ACCOUNT__0000007,,MERCHANT_0000100,2023-01-07 07:19:13,235.7149692228635,HKD,0.3044411824612849,CREDIT,POSTED
TXN_ID_0000009,ACCOUNT__0000258,CARD_ID_0000097,MERCHANT_0000072,2023-01-08 20:45:26,388.84353525210935,HKD,1.0352946321617238,DEBIT,DECLINED
TXN_ID_0000010,ACCOUNT__0000236,CARD_ID_0000060,MERCHANT_0000003,2023-01-07 05:45:11,200.53776669750187,AUD,0.2787449606823281,FEE,REVERSED
TXN_ID_0000011,ACCOUNT__0000089,CARD_ID_0000015,MERCHANT_0000016,2023-01-04 02:50:59,79.48603485922206,AUD,0.8662104584458069,REFUND,POSTED
TXN_ID_0000012,ACCOUNT__0000108,,,2023-01-09 19:17:55,429.3075638107389,USD,0.15012285991699068,FEE,DECLINED
TXN_ID_0000013,ACCOUNT__0000022,,,2023-01-09 10:15:38,291.68377466601623,USD,0.25724677325879297,REFUND,PENDING
TXN_ID_0000014,ACCOUNT__0000034,CARD_ID_0000006,MERCHANT_0000016,2023-01-08 17:22:04,121.7787543837955,HKD,0.327716552298834,REFUND,PENDING
TXN_ID_0000015,ACCOUNT__0000047,,MERCHANT_0000036,2023-01-08 10:56:53,200.33185278803185,USD,0.665678824376004,CREDIT,PENDING
TXN_ID_0000016,ACCOUNT__0000051,CARD_ID_0000391,,2023-01-04 01:17:18,403.2701161514107,HKD,0.31379760514778265,DEBIT,PENDING
TXN_ID_0000017,ACCOUNT__0000110,CARD_ID_0000363,MERCHANT_0000090,2023-01-08 13:45:10,110.59686706942098,AUD,0.24483722003927766,REFUND,DECLINED
TXN_ID_0000018,ACCOUNT__0000218,CARD_ID_0000117,MERCHANT_0000098,2023-01-05 05:37:26,76.67389446455822,USD,0.2754262357989187,REFUND,REVERSED
TXN_ID_0000019,ACCOUNT__0000286,CARD_ID_0000043,MERCHANT_0000015,2023-01-06 02:09:32,164.9117105789899,AUD,0.4638473945493981,FEE,POSTED
TXN_ID_0000020,ACCOUNT__0000284,CARD_ID_0000220,,2023-01-02 06:21:30,501.9571878339621,EUR,1.1348177418609726,REFUND,POSTED
TXN_ID_0000021,ACCOUNT__0000007,CARD_ID_0000252,MERCHANT_0000051,2023-01-06 17:40:37,296.7483005314273,AUD,0.2575630929574615,FEE,DECLINED
TXN_ID_0000022,ACCOUNT__0000053,CARD_ID_0000087,,2023-01-03 20:04:17,195.25535295490408,GBP,1.1900076109363829,DEBIT,POSTED
TXN_ID_0000023,ACCOUNT__0000218,CARD_ID_0000143,MERCHANT_0000099,2023-01-08 11:34:45,335.8979587520993,SGD,0.9870531271316061,FEE,REVERSED
TXN_ID_0000024,ACCOUNT__0000244,CARD_ID_0000208,MERCHANT_0000066,2023-01-04 19:18:58,89.77681573891452,GBP,0.26074336430607836,FEE,DECLINED
TXN_ID_0000025,ACCOUNT__0000119,CARD_ID_0000069,,2023-01-02 01:28:39,466.4173264438518,GBP,0.1586213101455392,CREDIT,DECLINED
TXN_ID_0000026,ACCOUNT__0000168,,MERCHANT_0000013,2023-01-02 08:22:14,373.0859533437548,GBP,0.656640639291872,FEE,POSTED
TXN_ID_0000027,ACCOUNT__0000151,CARD_ID_0000252,MERCHANT_0000070,2023-01-05 14:10:07,454.92910096130726,GBP,0.14890732012138602,DEBIT,DECLINED
TXN_ID_0000028,ACCOUNT__0000061,CARD_ID_0000162,MERCHANT_0000057,2023-01-06 23:58:04,28.343587086514926,USD,0.8355697988762404,REFUND,POSTED
TXN_ID_0000029,ACCOUNT__0000252,CARD_ID_0000160,MERCHANT_0000063,2023-01-02 17:56:35,322.2236558256749,GBP,0.7225487716000553,FEE,DECLINED
TXN_ID_0000030,ACCOUNT__0000288,CARD_ID_0000260,,2023-01-04 14:48:05,281.3221584443851,HKD,0.7901254537242793,REFUND,REVERSED
TXN_ID_0000031,ACCOUNT__0000165,,MERCHANT_0000017,2023-01-05 20:48:28,200.905548467999,SGD,0.15878283164469595,REFUND,DECLINED
TXN_ID_0000032,ACCOUNT__0000050,CARD_ID_0000183,MERCHANT_0000008,2023-01-09 10:41:00,143.19223086207418,USD,0.4639464952350324,DEBIT,PENDING
TXN_ID_0000033,ACCOUNT__0000157,,,2023-01-07 22:54:30,188.3534360685479,GBP,1.053804318324075,FEE,REVERSED
TXN_ID_0000034,ACCOUNT__0000011,CARD_ID_0000302,,2023-01-05 06:16:29,216.8222827766089,USD,0.742616349939752,FEE,PENDING
TXN_ID_0000035,ACCOUNT__0000106,CARD_ID_0000258,MERCHANT_0000086,2023-01-05 12:58:52,100.3949106937466,USD,1.1672876954563742,CREDIT,DECLINED
TXN_ID_0000036,ACCOUNT__0000039,CARD_ID_0000275,MERCHANT_0000034,2023-01-01 23:55:40,172.47212836458957,GBP,0.9909252309180645,DEBIT,PENDING
TXN_ID_0000037,ACCOUNT__0000173,CARD_ID_0000291,MERCHANT_0000061,2023-01-06 14:29:12,124.17114599827703,SGD,0.8271443905040671,REFUND,REVERSED
